filepath,label
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 127.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1286.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1287.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1294.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1297.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1313.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1326.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1375.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1377.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1383.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1390.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 140.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1416.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1421.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1434.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1479.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 15.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1511.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1529.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1543.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1546.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1550.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 156.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1571.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1572.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1576.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1584.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1586.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1587.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1596.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1608.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1623.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1624.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1629.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1643.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1664.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 168.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1703.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1704.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1705.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1708.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1711.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1713.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1714.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1718.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1722.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1723.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1724.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1739.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1753.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1766.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1781.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1786.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1814.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1819.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1827.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1836.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1841.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1870.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1871.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1894.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 19.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1902.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1906.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 193.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1930.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1946.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1963.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 197.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 1974.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 2003.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 2011.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 2012.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 2017.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 2023.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 2048.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 2055.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 2057.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 209.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 210.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 2100.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 2108.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 2122.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 2129.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 213.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 2131.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 2143.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 2150.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 2154.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 2156.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 2159.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 2162.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 2183.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 2186.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 2207.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 2208.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 2224.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 2227.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 2228.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 226.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 2278.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 2280.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 2285.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 2297.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 2298.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 23.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 2308.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 232.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 2323.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 2328.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 2342.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 2346.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 2367.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 2377.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 2393.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 2394.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 2395.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 24.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 240.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 2411.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 246.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 259.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 269.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 270.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 274.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 294.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 296.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 309.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 312.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 313.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 317.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 322.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 327.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 353.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 358.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 365.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 394.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 398.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 40.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 409.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 410.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 412.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 419.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 433.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 438.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 446.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 448.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 45.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 463.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 493.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 503.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 510.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 512.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 524.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 525.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 526.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 527.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 543.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 555.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 57.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 61.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 618.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 623.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 628.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 638.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 639.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 65.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 655.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 685.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 69.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 690.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 750.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 751.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 763.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 768.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 77.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 774.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 777.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 792.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 799.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 807.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 816.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 818.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 825.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 839.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 845.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 852.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 864.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 870.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 873.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 874.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 885.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 887.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 904.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 921.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 922.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 923.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 929.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 930.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 935.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 947.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 954.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 962.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 977.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 979.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard 986.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard1.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard10.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard100.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard101.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard102.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard103.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard104.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard105.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard106.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard107.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard108.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard109.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard11.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard110.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard111.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard112.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard113.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard114.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard115.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard116.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard117.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard118.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard119.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard12.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard120.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard121.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard122.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard123.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard124.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard125.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard126.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard127.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard128.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard129.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard13.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard130.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard131.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard132.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard133.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard134.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard135.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard136.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard137.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard138.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard139.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard14.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard140.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard141.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard142.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard143.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard144.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard145.jpg,cardboard
C:/Users/jmoa7/trashnet/data/dataset-resized/cardboard/cardboard146.jpg,cardboard
