image_path,label
./final_data\cardboard\cardboard_98_cardboard 1902.jpg,0
./final_data\cardboard\cardboard_99_cardboard 1906.jpg,0
./final_data\cardboard\cardboard_100_cardboard 193.jpg,0
./final_data\cardboard\cardboard_101_cardboard 1930.jpg,0
./final_data\cardboard\cardboard_102_cardboard 1946.jpg,0
./final_data\cardboard\cardboard_103_cardboard 1963.jpg,0
./final_data\cardboard\cardboard_104_cardboard 197.jpg,0
./final_data\cardboard\cardboard_105_cardboard 1974.jpg,0
./final_data\cardboard\cardboard_106_cardboard 2003.jpg,0
./final_data\cardboard\cardboard_107_cardboard 2011.jpg,0
./final_data\cardboard\cardboard_108_cardboard 2012.jpg,0
./final_data\cardboard\cardboard_109_cardboard 2017.jpg,0
./final_data\cardboard\cardboard_110_cardboard 2023.jpg,0
./final_data\cardboard\cardboard_111_cardboard 2048.jpg,0
./final_data\cardboard\cardboard_112_cardboard 2055.jpg,0
./final_data\cardboard\cardboard_113_cardboard 2057.jpg,0
./final_data\cardboard\cardboard_114_cardboard 209.jpg,0
./final_data\cardboard\cardboard_115_cardboard 210.jpg,0
./final_data\cardboard\cardboard_116_cardboard 2100.jpg,0
./final_data\cardboard\cardboard_117_cardboard 2108.jpg,0
./final_data\cardboard\cardboard_118_cardboard 2122.jpg,0
./final_data\cardboard\cardboard_119_cardboard 2129.jpg,0
./final_data\cardboard\cardboard_120_cardboard 213.jpg,0
./final_data\cardboard\cardboard_121_cardboard 2131.jpg,0
./final_data\cardboard\cardboard_122_cardboard 2143.jpg,0
./final_data\cardboard\cardboard_123_cardboard 2150.jpg,0
./final_data\cardboard\cardboard_124_cardboard 2154.jpg,0
./final_data\cardboard\cardboard_125_cardboard 2156.jpg,0
./final_data\cardboard\cardboard_126_cardboard 2159.jpg,0
./final_data\cardboard\cardboard_127_cardboard 2162.jpg,0
./final_data\cardboard\cardboard_128_cardboard 2183.jpg,0
./final_data\cardboard\cardboard_129_cardboard 2186.jpg,0
./final_data\cardboard\cardboard_130_cardboard 2207.jpg,0
./final_data\cardboard\cardboard_131_cardboard 2208.jpg,0
./final_data\cardboard\cardboard_132_cardboard 2224.jpg,0
./final_data\cardboard\cardboard_133_cardboard 2227.jpg,0
./final_data\cardboard\cardboard_134_cardboard 2228.jpg,0
./final_data\cardboard\cardboard_135_cardboard 226.jpg,0
./final_data\cardboard\cardboard_136_cardboard 2278.jpg,0
./final_data\cardboard\cardboard_137_cardboard 2280.jpg,0
./final_data\cardboard\cardboard_138_cardboard 2285.jpg,0
./final_data\cardboard\cardboard_139_cardboard 2297.jpg,0
./final_data\cardboard\cardboard_140_cardboard 2298.jpg,0
./final_data\cardboard\cardboard_141_cardboard 23.jpg,0
./final_data\cardboard\cardboard_142_cardboard 2308.jpg,0
./final_data\cardboard\cardboard_143_cardboard 232.jpg,0
./final_data\cardboard\cardboard_144_cardboard 2323.jpg,0
./final_data\cardboard\cardboard_145_cardboard 2328.jpg,0
./final_data\cardboard\cardboard_146_cardboard 2342.jpg,0
./final_data\cardboard\cardboard_147_cardboard 2346.jpg,0
./final_data\cardboard\cardboard_148_cardboard 2367.jpg,0
./final_data\cardboard\cardboard_149_cardboard 2377.jpg,0
./final_data\cardboard\cardboard_150_cardboard 2393.jpg,0
./final_data\cardboard\cardboard_151_cardboard 2394.jpg,0
./final_data\cardboard\cardboard_152_cardboard 2395.jpg,0
./final_data\cardboard\cardboard_153_cardboard 24.jpg,0
./final_data\cardboard\cardboard_154_cardboard 240.jpg,0
./final_data\cardboard\cardboard_155_cardboard 2411.jpg,0
./final_data\cardboard\cardboard_156_cardboard 246.jpg,0
./final_data\cardboard\cardboard_157_cardboard 259.jpg,0
./final_data\cardboard\cardboard_158_cardboard 269.jpg,0
./final_data\cardboard\cardboard_159_cardboard 270.jpg,0
./final_data\cardboard\cardboard_160_cardboard 274.jpg,0
./final_data\cardboard\cardboard_161_cardboard 294.jpg,0
./final_data\cardboard\cardboard_162_cardboard 296.jpg,0
./final_data\cardboard\cardboard_163_cardboard 309.jpg,0
./final_data\cardboard\cardboard_164_cardboard 312.jpg,0
./final_data\cardboard\cardboard_165_cardboard 313.jpg,0
./final_data\cardboard\cardboard_166_cardboard 317.jpg,0
./final_data\cardboard\cardboard_167_cardboard 322.jpg,0
./final_data\cardboard\cardboard_168_cardboard 327.jpg,0
./final_data\cardboard\cardboard_169_cardboard 353.jpg,0
./final_data\cardboard\cardboard_170_cardboard 358.jpg,0
./final_data\cardboard\cardboard_171_cardboard 365.jpg,0
./final_data\cardboard\cardboard_172_cardboard 394.jpg,0
./final_data\cardboard\cardboard_173_cardboard 398.jpg,0
./final_data\cardboard\cardboard_174_cardboard 40.jpg,0
./final_data\cardboard\cardboard_175_cardboard 409.jpg,0
./final_data\cardboard\cardboard_176_cardboard 410.jpg,0
./final_data\cardboard\cardboard_177_cardboard 412.jpg,0
./final_data\cardboard\cardboard_178_cardboard 419.jpg,0
./final_data\cardboard\cardboard_179_cardboard 433.jpg,0
./final_data\cardboard\cardboard_180_cardboard 438.jpg,0
./final_data\cardboard\cardboard_181_cardboard 446.jpg,0
./final_data\cardboard\cardboard_182_cardboard 448.jpg,0
./final_data\cardboard\cardboard_183_cardboard 45.jpg,0
./final_data\cardboard\cardboard_184_cardboard 463.jpg,0
./final_data\cardboard\cardboard_185_cardboard 493.jpg,0
./final_data\cardboard\cardboard_186_cardboard 503.jpg,0
./final_data\cardboard\cardboard_187_cardboard 510.jpg,0
./final_data\cardboard\cardboard_188_cardboard 512.jpg,0
./final_data\cardboard\cardboard_189_cardboard 524.jpg,0
./final_data\cardboard\cardboard_190_cardboard 525.jpg,0
./final_data\cardboard\cardboard_191_cardboard 526.jpg,0
./final_data\cardboard\cardboard_192_cardboard 527.jpg,0
./final_data\cardboard\cardboard_193_cardboard 543.jpg,0
./final_data\cardboard\cardboard_194_cardboard 555.jpg,0
./final_data\cardboard\cardboard_195_cardboard 57.jpg,0
./final_data\cardboard\cardboard_196_cardboard 61.jpg,0
./final_data\cardboard\cardboard_197_cardboard 618.jpg,0
./final_data\cardboard\cardboard_198_cardboard 623.jpg,0
./final_data\cardboard\cardboard_199_cardboard 628.jpg,0
./final_data\cardboard\cardboard_200_cardboard 638.jpg,0
./final_data\cardboard\cardboard_201_cardboard 639.jpg,0
./final_data\cardboard\cardboard_202_cardboard 65.jpg,0
./final_data\cardboard\cardboard_203_cardboard 655.jpg,0
./final_data\cardboard\cardboard_204_cardboard 685.jpg,0
./final_data\cardboard\cardboard_205_cardboard 69.jpg,0
./final_data\cardboard\cardboard_206_cardboard 690.jpg,0
./final_data\cardboard\cardboard_207_cardboard 750.jpg,0
./final_data\cardboard\cardboard_208_cardboard 751.jpg,0
./final_data\cardboard\cardboard_209_cardboard 763.jpg,0
./final_data\cardboard\cardboard_210_cardboard 768.jpg,0
./final_data\cardboard\cardboard_211_cardboard 77.jpg,0
./final_data\cardboard\cardboard_212_cardboard 774.jpg,0
./final_data\cardboard\cardboard_213_cardboard 777.jpg,0
./final_data\cardboard\cardboard_214_cardboard 792.jpg,0
./final_data\cardboard\cardboard_215_cardboard 799.jpg,0
./final_data\cardboard\cardboard_216_cardboard 807.jpg,0
./final_data\cardboard\cardboard_217_cardboard 816.jpg,0
./final_data\cardboard\cardboard_218_cardboard 818.jpg,0
./final_data\cardboard\cardboard_219_cardboard 825.jpg,0
./final_data\cardboard\cardboard_220_cardboard 839.jpg,0
./final_data\cardboard\cardboard_221_cardboard 845.jpg,0
./final_data\cardboard\cardboard_222_cardboard 852.jpg,0
./final_data\cardboard\cardboard_223_cardboard 864.jpg,0
./final_data\cardboard\cardboard_224_cardboard 870.jpg,0
./final_data\cardboard\cardboard_225_cardboard 873.jpg,0
./final_data\cardboard\cardboard_226_cardboard 874.jpg,0
./final_data\cardboard\cardboard_227_cardboard 885.jpg,0
./final_data\cardboard\cardboard_228_cardboard 887.jpg,0
./final_data\cardboard\cardboard_229_cardboard 904.jpg,0
./final_data\cardboard\cardboard_230_cardboard 921.jpg,0
./final_data\cardboard\cardboard_231_cardboard 922.jpg,0
./final_data\cardboard\cardboard_232_cardboard 923.jpg,0
./final_data\cardboard\cardboard_233_cardboard 929.jpg,0
./final_data\cardboard\cardboard_234_cardboard 930.jpg,0
./final_data\cardboard\cardboard_235_cardboard 935.jpg,0
./final_data\cardboard\cardboard_236_cardboard 947.jpg,0
./final_data\cardboard\cardboard_237_cardboard 954.jpg,0
./final_data\cardboard\cardboard_238_cardboard 962.jpg,0
./final_data\cardboard\cardboard_239_cardboard 977.jpg,0
./final_data\cardboard\cardboard_240_cardboard 979.jpg,0
./final_data\cardboard\cardboard_241_cardboard 986.jpg,0
./final_data\cardboard\cardboard_242_cardboard1.jpg,0
./final_data\cardboard\cardboard_243_cardboard10.jpg,0
./final_data\cardboard\cardboard_244_cardboard100.jpg,0
./final_data\cardboard\cardboard_245_cardboard101.jpg,0
./final_data\cardboard\cardboard_246_cardboard102.jpg,0
./final_data\cardboard\cardboard_247_cardboard103.jpg,0
./final_data\cardboard\cardboard_248_cardboard104.jpg,0
./final_data\cardboard\cardboard_249_cardboard105.jpg,0
./final_data\cardboard\cardboard_250_cardboard106.jpg,0
./final_data\cardboard\cardboard_251_cardboard107.jpg,0
./final_data\cardboard\cardboard_252_cardboard108.jpg,0
./final_data\cardboard\cardboard_253_cardboard109.jpg,0
./final_data\cardboard\cardboard_254_cardboard11.jpg,0
./final_data\cardboard\cardboard_255_cardboard110.jpg,0
./final_data\cardboard\cardboard_256_cardboard111.jpg,0
./final_data\cardboard\cardboard_257_cardboard112.jpg,0
./final_data\cardboard\cardboard_258_cardboard113.jpg,0
./final_data\cardboard\cardboard_259_cardboard114.jpg,0
./final_data\cardboard\cardboard_260_cardboard115.jpg,0
./final_data\cardboard\cardboard_261_cardboard116.jpg,0
./final_data\cardboard\cardboard_262_cardboard117.jpg,0
./final_data\cardboard\cardboard_263_cardboard118.jpg,0
./final_data\cardboard\cardboard_264_cardboard119.jpg,0
./final_data\cardboard\cardboard_265_cardboard12.jpg,0
./final_data\cardboard\cardboard_266_cardboard120.jpg,0
./final_data\cardboard\cardboard_267_cardboard121.jpg,0
./final_data\cardboard\cardboard_268_cardboard122.jpg,0
./final_data\cardboard\cardboard_269_cardboard123.jpg,0
./final_data\cardboard\cardboard_270_cardboard124.jpg,0
./final_data\cardboard\cardboard_271_cardboard125.jpg,0
./final_data\cardboard\cardboard_272_cardboard126.jpg,0
./final_data\cardboard\cardboard_273_cardboard127.jpg,0
./final_data\cardboard\cardboard_274_cardboard128.jpg,0
./final_data\cardboard\cardboard_275_cardboard129.jpg,0
./final_data\cardboard\cardboard_276_cardboard13.jpg,0
./final_data\cardboard\cardboard_277_cardboard130.jpg,0
./final_data\cardboard\cardboard_278_cardboard131.jpg,0
./final_data\cardboard\cardboard_279_cardboard132.jpg,0
./final_data\cardboard\cardboard_280_cardboard133.jpg,0
./final_data\cardboard\cardboard_281_cardboard134.jpg,0
./final_data\cardboard\cardboard_282_cardboard135.jpg,0
./final_data\cardboard\cardboard_283_cardboard136.jpg,0
./final_data\cardboard\cardboard_284_cardboard137.jpg,0
./final_data\cardboard\cardboard_285_cardboard138.jpg,0
./final_data\cardboard\cardboard_286_cardboard139.jpg,0
./final_data\cardboard\cardboard_287_cardboard14.jpg,0
./final_data\cardboard\cardboard_288_cardboard140.jpg,0
./final_data\cardboard\cardboard_289_cardboard141.jpg,0
./final_data\cardboard\cardboard_290_cardboard142.jpg,0
./final_data\cardboard\cardboard_291_cardboard143.jpg,0
./final_data\cardboard\cardboard_292_cardboard144.jpg,0
./final_data\cardboard\cardboard_293_cardboard145.jpg,0
./final_data\cardboard\cardboard_294_cardboard146.jpg,0
./final_data\cardboard\cardboard_295_cardboard147.jpg,0
./final_data\cardboard\cardboard_296_cardboard148.jpg,0
./final_data\cardboard\cardboard_297_cardboard149.jpg,0
./final_data\cardboard\cardboard_298_cardboard15.jpg,0
./final_data\cardboard\cardboard_299_cardboard150.jpg,0
./final_data\cardboard\cardboard_300_cardboard151.jpg,0
./final_data\cardboard\cardboard_301_cardboard152.jpg,0
./final_data\cardboard\cardboard_302_cardboard153.jpg,0
./final_data\cardboard\cardboard_303_cardboard154.jpg,0
./final_data\cardboard\cardboard_304_cardboard155.jpg,0
./final_data\cardboard\cardboard_305_cardboard156.jpg,0
./final_data\cardboard\cardboard_306_cardboard157.jpg,0
./final_data\cardboard\cardboard_307_cardboard158.jpg,0
./final_data\cardboard\cardboard_308_cardboard159.jpg,0
./final_data\cardboard\cardboard_309_cardboard16.jpg,0
./final_data\cardboard\cardboard_310_cardboard160.jpg,0
./final_data\cardboard\cardboard_311_cardboard161.jpg,0
./final_data\cardboard\cardboard_312_cardboard162.jpg,0
./final_data\cardboard\cardboard_313_cardboard163.jpg,0
./final_data\cardboard\cardboard_314_cardboard164.jpg,0
./final_data\cardboard\cardboard_315_cardboard165.jpg,0
./final_data\cardboard\cardboard_316_cardboard166.jpg,0
./final_data\cardboard\cardboard_317_cardboard167.jpg,0
./final_data\cardboard\cardboard_318_cardboard168.jpg,0
./final_data\cardboard\cardboard_319_cardboard169.jpg,0
./final_data\cardboard\cardboard_320_cardboard17.jpg,0
./final_data\cardboard\cardboard_321_cardboard170.jpg,0
./final_data\cardboard\cardboard_322_cardboard171.jpg,0
./final_data\cardboard\cardboard_323_cardboard172.jpg,0
./final_data\cardboard\cardboard_324_cardboard173.jpg,0
./final_data\cardboard\cardboard_325_cardboard174.jpg,0
./final_data\cardboard\cardboard_326_cardboard175.jpg,0
./final_data\cardboard\cardboard_327_cardboard176.jpg,0
./final_data\cardboard\cardboard_328_cardboard177.jpg,0
./final_data\cardboard\cardboard_329_cardboard178.jpg,0
./final_data\cardboard\cardboard_330_cardboard179.jpg,0
./final_data\cardboard\cardboard_331_cardboard18.jpg,0
./final_data\cardboard\cardboard_332_cardboard180.jpg,0
./final_data\cardboard\cardboard_333_cardboard181.jpg,0
./final_data\cardboard\cardboard_334_cardboard182.jpg,0
./final_data\cardboard\cardboard_335_cardboard183.jpg,0
./final_data\cardboard\cardboard_336_cardboard184.jpg,0
./final_data\cardboard\cardboard_337_cardboard185.jpg,0
./final_data\cardboard\cardboard_338_cardboard186.jpg,0
./final_data\cardboard\cardboard_339_cardboard187.jpg,0
./final_data\cardboard\cardboard_340_cardboard188.jpg,0
./final_data\cardboard\cardboard_341_cardboard189.jpg,0
./final_data\cardboard\cardboard_342_cardboard19.jpg,0
./final_data\cardboard\cardboard_343_cardboard190.jpg,0
./final_data\cardboard\cardboard_344_cardboard191.jpg,0
./final_data\cardboard\cardboard_345_cardboard192.jpg,0
./final_data\cardboard\cardboard_346_cardboard193.jpg,0
./final_data\cardboard\cardboard_347_cardboard194.jpg,0
./final_data\cardboard\cardboard_348_cardboard195.jpg,0
./final_data\cardboard\cardboard_349_cardboard196.jpg,0
./final_data\cardboard\cardboard_350_cardboard197.jpg,0
./final_data\cardboard\cardboard_351_cardboard198.jpg,0
./final_data\cardboard\cardboard_352_cardboard199.jpg,0
./final_data\cardboard\cardboard_353_cardboard2.jpg,0
./final_data\cardboard\cardboard_354_cardboard20.jpg,0
./final_data\cardboard\cardboard_355_cardboard200.jpg,0
./final_data\cardboard\cardboard_356_cardboard201.jpg,0
./final_data\cardboard\cardboard_357_cardboard202.jpg,0
./final_data\cardboard\cardboard_358_cardboard203.jpg,0
./final_data\cardboard\cardboard_359_cardboard204.jpg,0
./final_data\cardboard\cardboard_360_cardboard205.jpg,0
./final_data\cardboard\cardboard_361_cardboard206.jpg,0
./final_data\cardboard\cardboard_362_cardboard207.jpg,0
./final_data\cardboard\cardboard_363_cardboard208.jpg,0
./final_data\cardboard\cardboard_364_cardboard209.jpg,0
./final_data\cardboard\cardboard_365_cardboard21.jpg,0
./final_data\cardboard\cardboard_366_cardboard210.jpg,0
./final_data\cardboard\cardboard_367_cardboard211.jpg,0
./final_data\cardboard\cardboard_368_cardboard212.jpg,0
./final_data\cardboard\cardboard_369_cardboard213.jpg,0
./final_data\cardboard\cardboard_370_cardboard214.jpg,0
./final_data\cardboard\cardboard_371_cardboard215.jpg,0
./final_data\cardboard\cardboard_372_cardboard216.jpg,0
./final_data\cardboard\cardboard_373_cardboard217.jpg,0
./final_data\cardboard\cardboard_374_cardboard218.jpg,0
./final_data\cardboard\cardboard_375_cardboard219.jpg,0
./final_data\cardboard\cardboard_376_cardboard22.jpg,0
./final_data\cardboard\cardboard_377_cardboard220.jpg,0
./final_data\cardboard\cardboard_378_cardboard221.jpg,0
./final_data\cardboard\cardboard_379_cardboard222.jpg,0
./final_data\cardboard\cardboard_380_cardboard223.jpg,0
./final_data\cardboard\cardboard_381_cardboard224.jpg,0
./final_data\cardboard\cardboard_382_cardboard225.jpg,0
./final_data\cardboard\cardboard_383_cardboard226.jpg,0
./final_data\cardboard\cardboard_384_cardboard227.jpg,0
./final_data\cardboard\cardboard_385_cardboard228.jpg,0
./final_data\cardboard\cardboard_386_cardboard229.jpg,0
./final_data\cardboard\cardboard_387_cardboard23.jpg,0
./final_data\cardboard\cardboard_388_cardboard230.jpg,0
./final_data\cardboard\cardboard_389_cardboard231.jpg,0
./final_data\cardboard\cardboard_390_cardboard232.jpg,0
./final_data\cardboard\cardboard_391_cardboard233.jpg,0
./final_data\cardboard\cardboard_392_cardboard234.jpg,0
./final_data\cardboard\cardboard_393_cardboard235.jpg,0
./final_data\cardboard\cardboard_394_cardboard236.jpg,0
./final_data\cardboard\cardboard_395_cardboard237.jpg,0
./final_data\cardboard\cardboard_396_cardboard238.jpg,0
./final_data\cardboard\cardboard_397_cardboard239.jpg,0
./final_data\cardboard\cardboard_398_cardboard24.jpg,0
./final_data\cardboard\cardboard_399_cardboard240.jpg,0
./final_data\cardboard\cardboard_400_cardboard241.jpg,0
./final_data\cardboard\cardboard_401_cardboard242.jpg,0
./final_data\cardboard\cardboard_402_cardboard243.jpg,0
./final_data\cardboard\cardboard_403_cardboard244.jpg,0
./final_data\cardboard\cardboard_404_cardboard245.jpg,0
./final_data\cardboard\cardboard_405_cardboard246.jpg,0
./final_data\cardboard\cardboard_406_cardboard247.jpg,0
./final_data\cardboard\cardboard_407_cardboard248.jpg,0
./final_data\cardboard\cardboard_408_cardboard249.jpg,0
./final_data\cardboard\cardboard_409_cardboard25.jpg,0
./final_data\cardboard\cardboard_410_cardboard250.jpg,0
./final_data\cardboard\cardboard_411_cardboard251.jpg,0
./final_data\cardboard\cardboard_412_cardboard252.jpg,0
./final_data\cardboard\cardboard_413_cardboard253.jpg,0
./final_data\cardboard\cardboard_414_cardboard254.jpg,0
./final_data\cardboard\cardboard_415_cardboard255.jpg,0
./final_data\cardboard\cardboard_416_cardboard256.jpg,0
./final_data\cardboard\cardboard_417_cardboard257.jpg,0
./final_data\cardboard\cardboard_418_cardboard258.jpg,0
./final_data\cardboard\cardboard_419_cardboard259.jpg,0
./final_data\cardboard\cardboard_420_cardboard26.jpg,0
./final_data\cardboard\cardboard_421_cardboard260.jpg,0
./final_data\cardboard\cardboard_422_cardboard261.jpg,0
./final_data\cardboard\cardboard_423_cardboard262.jpg,0
./final_data\cardboard\cardboard_424_cardboard263.jpg,0
./final_data\cardboard\cardboard_425_cardboard264.jpg,0
./final_data\cardboard\cardboard_426_cardboard265.jpg,0
./final_data\cardboard\cardboard_427_cardboard266.jpg,0
./final_data\cardboard\cardboard_428_cardboard267.jpg,0
./final_data\cardboard\cardboard_429_cardboard268.jpg,0
./final_data\cardboard\cardboard_430_cardboard269.jpg,0
./final_data\cardboard\cardboard_431_cardboard27.jpg,0
./final_data\cardboard\cardboard_432_cardboard270.jpg,0
./final_data\cardboard\cardboard_433_cardboard271.jpg,0
./final_data\cardboard\cardboard_434_cardboard272.jpg,0
./final_data\cardboard\cardboard_435_cardboard273.jpg,0
./final_data\cardboard\cardboard_436_cardboard274.jpg,0
./final_data\cardboard\cardboard_437_cardboard275.jpg,0
./final_data\cardboard\cardboard_438_cardboard276.jpg,0
./final_data\cardboard\cardboard_439_cardboard277.jpg,0
./final_data\cardboard\cardboard_440_cardboard278.jpg,0
./final_data\cardboard\cardboard_441_cardboard279.jpg,0
./final_data\cardboard\cardboard_442_cardboard28.jpg,0
./final_data\cardboard\cardboard_443_cardboard280.jpg,0
./final_data\cardboard\cardboard_444_cardboard281.jpg,0
./final_data\cardboard\cardboard_445_cardboard282.jpg,0
./final_data\cardboard\cardboard_446_cardboard283.jpg,0
./final_data\cardboard\cardboard_447_cardboard284.jpg,0
./final_data\cardboard\cardboard_448_cardboard285.jpg,0
./final_data\cardboard\cardboard_449_cardboard286.jpg,0
./final_data\cardboard\cardboard_450_cardboard287.jpg,0
./final_data\cardboard\cardboard_451_cardboard288.jpg,0
./final_data\cardboard\cardboard_452_cardboard289.jpg,0
./final_data\cardboard\cardboard_453_cardboard29.jpg,0
./final_data\cardboard\cardboard_454_cardboard290.jpg,0
./final_data\cardboard\cardboard_455_cardboard291.jpg,0
./final_data\cardboard\cardboard_456_cardboard292.jpg,0
./final_data\cardboard\cardboard_457_cardboard293.jpg,0
./final_data\cardboard\cardboard_458_cardboard294.jpg,0
./final_data\cardboard\cardboard_459_cardboard295.jpg,0
./final_data\cardboard\cardboard_460_cardboard296.jpg,0
./final_data\cardboard\cardboard_461_cardboard297.jpg,0
./final_data\cardboard\cardboard_462_cardboard298.jpg,0
./final_data\cardboard\cardboard_463_cardboard299.jpg,0
./final_data\cardboard\cardboard_464_cardboard3.jpg,0
./final_data\cardboard\cardboard_465_cardboard30.jpg,0
./final_data\cardboard\cardboard_466_cardboard300.jpg,0
./final_data\cardboard\cardboard_467_cardboard301.jpg,0
./final_data\cardboard\cardboard_468_cardboard302.jpg,0
